27.01	200
27.02	200
27.03	366.6666
27.04	266.6666
27.05	233.3334
27.06	300
27.07	200
27.08	366.6666
27.09	133.3334
27.1	300
27.11	300
27.12	166.6666
27.13	200
27.14	366.6666
27.15	300
27.16	333.3334
27.17	366.6666
27.18	400
27.19	166.6666
27.2	266.6666
27.21	333.3334
27.22	300
27.23	400
27.24	300
27.25	166.6666
27.26	166.6666
27.27	200
27.28	300
27.29	300
27.3	366.6666
27.31	366.6666
27.32	266.6666
27.33	366.6666
27.34	100
27.35	166.6666
27.36	300
27.37	400
27.38	233.3334
27.39	466.6666
27.4	566.6666
27.41	266.6666
27.42	300
27.43	400
27.44	233.3334
27.45	300
27.46	466.6666
27.47	566.6666
27.48	333.3334
27.49	233.3334
27.5	466.6666
27.51	500
27.52	366.6666
27.53	466.6666
27.54	633.3334
27.55	600
27.56	466.6666
27.57	566.6666
27.58	433.3334
27.59	200
27.6	500
27.61	333.3334
27.62	333.3334
27.63	366.6666
27.64	466.6666
27.65	500
27.66	533.3334
27.67	433.3334
27.68	233.3334
27.69	400
27.7	233.3334
27.71	333.3334
27.72	433.3334
27.73	300
27.74	500
27.75	300
27.76	333.3334
27.77	600
27.78	400
27.79	366.6666
27.8	500
27.81	633.3334
27.82	366.6666
27.83	400
27.84	533.3334
27.85	566.6666
27.86	500
27.87	633.3334
27.88	500
27.89	533.3334
27.9	200
27.91	500
27.92	466.6666
27.93	333.3334
27.94	300
27.95	466.6666
27.96	433.3334
27.97	600
27.98	633.3334
27.99	433.3334
28	333.3334
28.01	533.3334
28.02	533.3334
28.03	500
28.04	433.3334
28.05	400
28.06	533.3334
28.07	500
28.08	333.3334
28.09	333.3334
28.1	433.3334
28.11	600
28.12	433.3334
28.13	466.6666
28.14	633.3334
28.15	566.6666
28.16	700
28.17	966.6666
28.18	733.3334
28.19	1166.6666
28.2	1066.6666
28.21	1033.3334
28.22	1000
28.23	1266.6666
28.24	1700
28.25	1500
28.26	1666.6666
28.27	1766.6666
28.28	2033.3334
28.29	1933.3334
28.3	2466.6666
28.31	2633.3334
28.32	2700
28.33	2733.3334
28.34	3566.6666
28.35	4466.6666
28.36	5733.3334
28.37	7833.3334
28.38	13566.6666
28.39	21066.6666
28.4	31833.3334
28.41	41466.6666
28.42	46200
28.43	47300
28.44	48333.3334
28.45	46600
28.46	35166.6666
28.47	29433.3334
28.48	25600
28.49	25966.6666
28.5	24166.6666
28.51	23233.3334
28.52	20300
28.53	16466.6666
28.54	10633.3334
28.55	5966.6666
28.56	3966.6666
28.57	3766.6666
28.58	2200
28.59	2233.3334
28.6	2266.6666
28.61	2066.6666
28.62	1733.3334
28.63	1200
28.64	1233.3334
28.65	1366.6666
28.66	1233.3334
28.67	833.3334
28.68	800
28.69	600
28.7	633.3334
28.71	700
28.72	633.3334
28.73	533.3334
28.74	833.3334
28.75	300
28.76	500
28.77	300
28.78	500
28.79	566.6666
28.8	200
28.81	433.3334
28.82	400
28.83	266.6666
28.84	266.6666
28.85	466.6666
28.86	333.3334
28.87	400
28.88	400
28.89	500
28.9	466.6666
28.91	533.3334
28.92	533.3334
28.93	433.3334
28.94	500
28.95	500
28.96	400
28.97	200
28.98	366.6666
28.99	433.3334
29	533.3334
29.01	333.3334
29.02	400
29.03	400
29.04	366.6666
29.05	400
29.06	400
29.07	366.6666
29.08	433.3334
29.09	400
29.1	366.6666
29.11	366.6666
29.12	300
29.13	400
29.14	266.6666
29.15	300
29.16	300
29.17	366.6666
29.18	566.6666
29.19	466.6666
29.2	333.3334
29.21	166.6666
29.22	333.3334
29.23	366.6666
29.24	433.3334
29.25	366.6666
29.26	400
29.27	333.3334
29.28	533.3334
29.29	366.6666
29.3	433.3334
29.31	200
29.32	266.6666
29.33	333.3334
29.34	300
29.35	400
29.36	300
29.37	333.3334
29.38	200
29.39	200
29.4	300
29.41	533.3334
29.42	400
29.43	166.6666
29.44	366.6666
29.45	266.6666
29.46	400
29.47	233.3334
29.48	166.6666
29.49	433.3334
29.5	366.6666
29.51	366.6666
29.52	233.3334
29.53	300
29.54	200
29.55	266.6666
29.56	333.3334
29.57	500
29.58	333.3334
29.59	300
29.6	400
29.61	500
29.62	200
29.63	233.3334
29.64	300
29.65	266.6666
29.66	200
29.67	166.6666
29.68	233.3334
29.69	300
29.7	333.3334
29.71	333.3334
29.72	166.6666
29.73	133.3334
29.74	100
29.75	100
29.76	300
29.77	466.6666
29.78	366.6666
29.79	333.3334
29.8	333.3334
29.81	533.3334
29.82	366.6666
29.83	266.6666
29.84	333.3334
29.85	300
29.86	300
29.87	300
29.88	300
29.89	266.6666
29.9	266.6666
29.91	233.3334
29.92	200
29.93	100
29.94	300
29.95	300
29.96	166.6666
29.97	233.3334
29.98	333.3334
29.99	266.6666
30	300
30.01	266.6666
30.02	333.3334
30.03	300
30.04	266.6666
30.05	166.6666
30.06	266.6666
30.07	300
30.08	300
30.09	366.6666
30.1	233.3334
30.11	566.6666
30.12	300
30.13	333.3334
30.14	366.6666
30.15	266.6666
30.16	200
30.17	200
30.18	233.3334
30.19	300
30.2	233.3334
30.21	333.3334
30.22	266.6666
30.23	100
