10	1166.6666
10.01	1033.3334
10.02	900
10.03	866.6666
10.04	1000
10.05	933.3334
10.06	800
10.07	766.6666
10.08	833.3334
10.09	933.3334
10.1	733.3334
10.11	1133.3334
10.12	900
10.13	833.3334
10.14	866.6666
10.15	1133.3334
10.16	866.6666
10.17	1100
10.18	1166.6666
10.19	833.3334
10.2	1000
10.21	766.6666
10.22	1266.6666
10.23	1066.6666
10.24	966.6666
10.25	766.6666
10.26	800
10.27	900
10.28	900
10.29	1300
10.3	766.6666
10.31	733.3334
10.32	700
10.33	833.3334
10.34	800
10.35	1100
10.36	1166.6666
10.37	966.6666
10.38	866.6666
10.39	866.6666
10.4	933.3334
10.41	833.3334
10.42	666.6666
10.43	833.3334
10.44	766.6666
10.45	1100
10.46	733.3334
10.47	1233.3334
10.48	700
10.49	900
10.5	833.3334
10.51	1066.6666
10.52	766.6666
10.53	833.3334
10.54	766.6666
10.55	1000
10.56	1033.3334
10.57	1000
10.58	1166.6666
10.59	1300
10.6	1133.3334
10.61	900
10.62	900
10.63	966.6666
10.64	666.6666
10.65	900
10.66	1200
10.67	866.6666
10.68	866.6666
10.69	1066.6666
10.7	1033.3334
10.71	733.3334
10.72	733.3334
10.73	700
10.74	833.3334
10.75	900
10.76	900
10.77	966.6666
10.78	800
10.79	966.6666
10.8	733.3334
10.81	633.3334
10.82	900
10.83	833.3334
10.84	1033.3334
10.85	933.3334
10.86	733.3334
10.87	733.3334
10.88	700
10.89	800
10.9	1000
10.91	833.3334
10.92	800
10.93	900
10.94	733.3334
10.95	933.3334
10.96	833.3334
10.97	900
10.98	900
10.99	766.6666
11	866.6666
11.01	733.3334
11.02	733.3334
11.03	900
11.04	900
11.05	866.6666
11.06	900
11.07	1066.6666
11.08	866.6666
11.09	1200
11.1	1133.3334
11.11	733.3334
11.12	1000
11.13	800
11.14	566.6666
11.15	833.3334
11.16	1000
11.17	733.3334
11.18	1000
11.19	1100
11.2	733.3334
11.21	966.6666
11.22	1166.6666
11.23	833.3334
11.24	833.3334
11.25	1000
11.26	833.3334
11.27	833.3334
11.28	1033.3334
11.29	900
11.3	966.6666
11.31	700
11.32	666.6666
11.33	766.6666
11.34	933.3334
11.35	533.3334
11.36	800
11.37	966.6666
11.38	900
11.39	1266.6666
11.4	1066.6666
11.41	1000
11.42	966.6666
11.43	800
11.44	800
11.45	900
11.46	700
11.47	633.3334
11.48	900
11.49	700
11.5	833.3334
11.51	733.3334
11.52	866.6666
11.53	1000
11.54	966.6666
11.55	733.3334
11.56	733.3334
11.57	833.3334
11.58	733.3334
11.59	766.6666
11.6	733.3334
11.61	733.3334
11.62	566.6666
11.63	666.6666
11.64	833.3334
11.65	733.3334
11.66	466.6666
11.67	1033.3334
11.68	666.6666
11.69	966.6666
11.7	1000
11.71	733.3334
11.72	833.3334
11.73	966.6666
11.74	566.6666
11.75	800
11.76	833.3334
11.77	666.6666
11.78	700
11.79	600
11.8	733.3334
11.81	866.6666
11.82	866.6666
11.83	633.3334
11.84	700
11.85	1033.3334
11.86	1033.3334
11.87	966.6666
11.88	600
11.89	1000
11.9	900
11.91	833.3334
11.92	833.3334
11.93	933.3334
11.94	633.3334
11.95	866.6666
11.96	666.6666
11.97	1000
11.98	666.6666
11.99	866.6666
12	766.6666
12.01	700
12.02	766.6666
12.03	633.3334
12.04	933.3334
12.05	900
12.06	366.6666
12.07	900
12.08	800
12.09	1033.3334
12.1	666.6666
12.11	733.3334
12.12	1000
12.13	900
12.14	833.3334
12.15	533.3334
12.16	733.3334
12.17	533.3334
12.18	566.6666
12.19	733.3334
12.2	566.6666
12.21	533.3334
12.22	566.6666
12.23	566.6666
12.24	966.6666
12.25	566.6666
12.26	933.3334
12.27	633.3334
12.28	733.3334
12.29	733.3334
12.3	833.3334
12.31	833.3334
12.32	1100
12.33	600
12.34	833.3334
12.35	900
12.36	733.3334
12.37	866.6666
12.38	1100
12.39	733.3334
12.4	1000
12.41	733.3334
12.42	733.3334
12.43	766.6666
12.44	733.3334
12.45	666.6666
12.46	600
12.47	1100
12.48	1033.3334
12.49	733.3334
12.5	733.3334
12.51	600
12.52	833.3334
12.53	733.3334
12.54	600
12.55	666.6666
12.56	733.3334
12.57	466.6666
12.58	800
12.59	1100
12.6	900
12.61	966.6666
12.62	866.6666
12.63	600
12.64	700
12.65	700
12.66	700
12.67	766.6666
12.68	666.6666
12.69	733.3334
12.7	766.6666
12.71	633.3334
12.72	866.6666
12.73	833.3334
12.74	666.6666
12.75	733.3334
12.76	600
12.77	600
12.78	600
12.79	866.6666
12.8	800
12.81	600
12.82	833.3334
12.83	733.3334
12.84	866.6666
12.85	933.3334
12.86	900
12.87	700
12.88	666.6666
12.89	633.3334
12.9	1000
12.91	733.3334
12.92	866.6666
12.93	733.3334
12.94	766.6666
12.95	1033.3334
12.96	800
12.97	733.3334
12.98	666.6666
12.99	933.3334
13	866.6666
13.01	733.3334
13.02	633.3334
13.03	666.6666
13.04	966.6666
13.05	666.6666
13.06	866.6666
13.07	933.3334
13.08	733.3334
13.09	766.6666
13.1	766.6666
13.11	366.6666
13.12	800
13.13	800
13.14	1033.3334
13.15	566.6666
13.16	766.6666
13.17	966.6666
13.18	633.3334
13.19	600
13.2	533.3334
13.21	800
13.22	633.3334
13.23	633.3334
13.24	800
13.25	633.3334
13.26	700
13.27	666.6666
13.28	700
13.29	500
13.3	900
13.31	933.3334
13.32	1000
13.33	766.6666
13.34	566.6666
13.35	733.3334
13.36	533.3334
13.37	766.6666
13.38	1233.3334
13.39	800
13.4	433.3334
13.41	700
13.42	433.3334
13.43	633.3334
13.44	533.3334
13.45	700
13.46	900
13.47	1033.3334
13.48	833.3334
13.49	733.3334
13.5	566.6666
13.51	600
13.52	833.3334
13.53	900
13.54	866.6666
13.55	700
13.56	566.6666
13.57	633.3334
13.58	700
13.59	633.3334
13.6	633.3334
13.61	700
13.62	633.3334
13.63	666.6666
13.64	800
13.65	666.6666
13.66	900
13.67	833.3334
13.68	833.3334
13.69	866.6666
13.7	666.6666
13.71	666.6666
13.72	800
13.73	566.6666
13.74	733.3334
13.75	833.3334
13.76	866.6666
13.77	900
13.78	633.3334
13.79	733.3334
13.8	700
13.81	400
13.82	533.3334
13.83	533.3334
13.84	666.6666
13.85	766.6666
13.86	900
13.87	700
13.88	666.6666
13.89	666.6666
13.9	666.6666
13.91	800
13.92	700
13.93	766.6666
13.94	733.3334
13.95	733.3334
13.96	700
13.97	733.3334
13.98	766.6666
13.99	700
14	800
14.01	500
14.02	633.3334
14.03	566.6666
14.04	633.3334
14.05	366.6666
14.06	600
14.07	666.6666
14.08	566.6666
14.09	600
14.1	833.3334
14.11	633.3334
14.12	466.6666
14.13	1000
14.14	566.6666
14.15	933.3334
14.16	600
14.17	700
14.18	766.6666
14.19	666.6666
14.2	566.6666
14.21	700
14.22	600
14.23	666.6666
14.24	566.6666
14.25	700
14.26	733.3334
14.27	800
14.28	666.6666
14.29	766.6666
14.3	600
14.31	566.6666
14.32	566.6666
14.33	400
14.34	800
14.35	700
14.36	800
14.37	600
14.38	600
14.39	600
14.4	866.6666
14.41	866.6666
14.42	633.3334
14.43	500
14.44	466.6666
14.45	733.3334
14.46	766.6666
14.47	800
14.48	500
14.49	633.3334
14.5	466.6666
14.51	833.3334
14.52	666.6666
14.53	633.3334
14.54	633.3334
14.55	500
14.56	833.3334
14.57	800
14.58	700
14.59	933.3334
14.6	900
14.61	566.6666
14.62	466.6666
14.63	700
14.64	466.6666
14.65	733.3334
14.66	500
14.67	600
14.68	366.6666
14.69	433.3334
14.7	800
14.71	900
14.72	733.3334
14.73	766.6666
14.74	966.6666
14.75	633.3334
14.76	333.3334
14.77	566.6666
14.78	300
14.79	700
14.8	733.3334
14.81	733.3334
14.82	666.6666
14.83	866.6666
14.84	800
14.85	533.3334
14.86	600
14.87	666.6666
14.88	666.6666
14.89	833.3334
14.9	700
14.91	466.6666
14.92	700
14.93	533.3334
14.94	633.3334
14.95	700
14.96	700
14.97	733.3334
14.98	700
14.99	766.6666
15	666.6666
15.01	733.3334
15.02	600
15.03	533.3334
15.04	633.3334
15.05	533.3334
15.06	600
15.07	400
15.08	733.3334
15.09	833.3334
15.1	700
15.11	566.6666
15.12	600
15.13	666.6666
15.14	633.3334
15.15	600
15.16	700
15.17	533.3334
15.18	500
15.19	566.6666
15.2	533.3334
15.21	666.6666
15.22	500
15.23	566.6666
15.24	500
15.25	633.3334
15.26	600
15.27	500
15.28	600
15.29	866.6666
15.3	700
15.31	600
15.32	766.6666
15.33	400
15.34	466.6666
15.35	766.6666
15.36	933.3334
15.37	566.6666
15.38	1000
15.39	566.6666
15.4	566.6666
